start_month,lead_time,ensemble,variable,correlation
1,0,34,T2MIN,-0.3339735002000042
1,0,35,T2MAX,-0.19140415705304573
1,0,35,T2MIN,-0.006946258655739938
1,0,36,T2MAX,-0.7135814379971399
1,0,36,T2MIN,-0.42030253556986547
1,0,37,T2MAX,-0.9332192434068112
1,0,37,T2MIN,-0.7055928441105217
1,0,38,T2MAX,-0.5501935641192522
1,0,38,T2MIN,-0.24456871959729515
1,0,39,T2MAX,-0.06816182074225596
1,0,39,T2MIN,0.12646219160314814
1,0,40,T2MAX,-0.35442114989316614
1,0,40,T2MIN,0.07310560980584435
1,0,41,T2MAX,-0.04365585045212095
1,0,41,T2MIN,0.10475094265234004
1,0,42,T2MAX,0.002740982701720911
1,0,42,T2MIN,0.1121443029932894
1,0,43,T2MAX,0.10124264007830525
1,0,43,T2MIN,0.4293132830609038
1,0,44,T2MAX,-0.40383458248267484
1,0,44,T2MIN,-0.2565588300966582
1,0,45,T2MAX,0.11895661083489237
1,0,45,T2MIN,0.2927063284972958
1,0,46,T2MAX,0.04479708868880182
1,0,46,T2MIN,0.2486941355854183
1,0,47,T2MAX,-0.17956574568015865
1,0,47,T2MIN,0.20183584958816833
1,0,48,T2MAX,0.3959509162997839
1,0,48,T2MIN,0.6565880427228038
1,0,49,T2MAX,0.14437355769235338
1,0,49,T2MIN,0.18620875931842779
1,0,50,T2MAX,-0.40471237625825957
1,0,50,T2MIN,-0.35067522691441316
1,1,0,T2MAX,0.6182801783435802
1,1,0,T2MIN,0.28335302700570847
1,1,1,T2MAX,0.08056550956085028
1,1,1,T2MIN,0.04857121263314008
1,1,2,T2MAX,-0.3763964481317241
1,1,2,T2MIN,-0.21434434954402698
1,1,3,T2MAX,-0.479807628718568
1,1,3,T2MIN,-0.052682493881859666
1,1,4,T2MAX,-0.9026550210365339
1,1,4,T2MIN,-0.9776131240798437
1,1,5,T2MAX,-0.9200565172505313
1,1,5,T2MIN,-0.7686110731319873
1,1,6,T2MAX,0.309780136325927
1,1,6,T2MIN,-0.017693045894426634
1,1,7,T2MAX,0.8492003467193426
1,1,7,T2MIN,0.6762714228052226
1,1,8,T2MAX,0.1140223501925641
1,1,8,T2MIN,-0.062231148474675826
1,1,9,T2MAX,0.18074395767720766
1,1,9,T2MIN,0.11480374659547592
1,1,10,T2MAX,-0.35103381295125197
1,1,10,T2MIN,0.19822108541317632
1,1,11,T2MAX,-0.6896237364466693
1,1,11,T2MIN,-0.50067535539312
1,1,12,T2MAX,-0.9440684008724961
1,1,12,T2MIN,-0.7808802311920938
1,1,13,T2MAX,0.6735942899971421
1,1,13,T2MIN,0.37405717253583437
1,1,14,T2MAX,-0.2209374575152418
1,1,14,T2MIN,-0.5220869977072382
1,1,15,T2MAX,-0.8289679817683252
1,1,15,T2MIN,-0.9644873565888341
1,1,16,T2MAX,-0.6291365741550026
1,1,16,T2MIN,-0.3394390597578632
1,1,17,T2MAX,-0.8587679056687421
1,1,17,T2MIN,-0.8690444711550714
1,1,18,T2MAX,-0.2743785200929938
1,1,18,T2MIN,-0.5357767784506994
1,1,19,T2MAX,-0.030379236798194677
1,1,19,T2MIN,-0.2536711696035356
1,1,20,T2MAX,-0.10886492812099677
1,1,20,T2MIN,-0.2606014919374845
1,1,21,T2MAX,0.42517756060551787
1,1,21,T2MIN,0.22589884415652475
1,1,22,T2MAX,0.012758914381037297
1,1,22,T2MIN,0.2745200533234247
1,1,23,T2MAX,-0.7737470222798287
1,1,23,T2MIN,-0.6176505278233944
1,1,24,T2MAX,-0.0966991245786047
1,1,24,T2MIN,-0.1659264497000935
1,1,25,T2MAX,0.9008434670688511
1,1,25,T2MIN,0.6857832053913117
1,1,26,T2MAX,0.8288906165626245
1,1,26,T2MIN,0.5934357825840328
1,1,27,T2MAX,-0.4695716856666221
1,1,27,T2MIN,-0.49994861346151176
1,1,28,T2MAX,-0.7716839664291729
1,1,28,T2MIN,-0.422644983351586
1,1,29,T2MAX,0.3848164296972465
1,1,29,T2MIN,0.29088034053364403
1,1,30,T2MAX,-0.7072715587898789
1,1,30,T2MIN,-0.7595965120221831
1,1,31,T2MAX,0.22259123455962346
1,1,31,T2MIN,0.5415404626796343
1,1,32,T2MAX,-0.28188465724306505
1,1,32,T2MIN,-0.5259054922295716
1,1,33,T2MAX,0.3878915995879321
1,1,33,T2MIN,0.13342478045771444
1,1,34,T2MAX,0.4488481576751305
1,1,34,T2MIN,0.41913571135186917
1,1,35,T2MAX,0.44795169059791745
1,1,35,T2MIN,0.44774391887263265
1,1,36,T2MAX,-0.5398423332182063
1,1,36,T2MIN,-0.6681224610858204
1,1,37,T2MAX,0.7541607626282198
1,1,37,T2MIN,0.5863144986372668
1,1,38,T2MAX,-0.33397193870786634
1,1,38,T2MIN,-0.6352765074077028
1,1,39,T2MAX,0.3605859470804416
1,1,39,T2MIN,0.706693882672811
1,1,40,T2MAX,0.3040501840731608
1,1,40,T2MIN,0.12106092162562337
1,1,41,T2MAX,-0.17244080103104079
1,1,41,T2MIN,-0.4493316051775083
1,1,42,T2MAX,0.1682299794373696
1,1,42,T2MIN,-0.18136898191955944
1,1,43,T2MAX,0.34171624697316344
1,1,43,T2MIN,0.4951645673854051
1,1,44,T2MAX,-0.9316596687614603
1,1,44,T2MIN,-0.9720958761929711
1,1,45,T2MAX,-0.7548500706708086
1,1,45,T2MIN,-0.8776997794712631
1,1,46,T2MAX,-0.6169683721541397
1,1,46,T2MIN,-0.7349839935114824
1,1,47,T2MAX,-0.11413715475936852
1,1,47,T2MIN,-0.37245447752378136
1,1,48,T2MAX,0.2523702170234648
1,1,48,T2MIN,0.0007458133841800903
1,1,49,T2MAX,0.6898615782142951
1,1,49,T2MIN,0.3667867167528917
1,1,50,T2MAX,0.6298701719689844
1,1,50,T2MIN,0.5065891034144034
1,2,0,T2MAX,0.7939429362904867
1,2,0,T2MIN,0.893863824258263
1,2,1,T2MAX,-0.199840777853465
1,2,1,T2MIN,0.20153143443641933
1,2,2,T2MAX,-0.11480011086141081
1,2,2,T2MIN,-0.0924319249680679
1,2,3,T2MAX,0.3036454362210531
1,2,3,T2MIN,0.18976143716677574
1,2,4,T2MAX,0.7001136093990293
1,2,4,T2MIN,0.5389252113940335
1,2,5,T2MAX,-0.4752252724368025
1,2,5,T2MIN,-0.6535330630555254
1,2,6,T2MAX,-0.39971973258755283
1,2,6,T2MIN,-0.17503720339746537
1,2,7,T2MAX,-0.3654795634477561
1,2,7,T2MIN,-0.33549521371187674
1,2,8,T2MAX,0.17982787999585428
1,2,8,T2MIN,0.2985992881308128
1,2,9,T2MAX,0.03516979721377292
1,2,9,T2MIN,0.2614846967412038
1,2,10,T2MAX,-0.9393121387777823
1,2,10,T2MIN,-0.8490446226026879
1,2,11,T2MAX,-0.07232105798685795
1,2,11,T2MIN,-0.3023501675834318
1,2,12,T2MAX,-0.12481280216683018
1,2,12,T2MIN,0.44305287403669047
1,2,13,T2MAX,-0.023923907978980717
1,2,13,T2MIN,-0.3485520361083584
1,2,14,T2MAX,0.5108335849613348
1,2,14,T2MIN,0.7660809781571705
1,2,15,T2MAX,-0.46109691086856663
1,2,15,T2MIN,-0.32832385562034944
1,2,16,T2MAX,0.6694288241223384
1,2,16,T2MIN,0.5293048023455764
1,2,17,T2MAX,0.8732622739858702
1,2,17,T2MIN,0.7024754306948128
1,2,18,T2MAX,0.6391731568740742
1,2,18,T2MIN,0.8014758252058074
1,2,19,T2MAX,-0.2518183838213305
1,2,19,T2MIN,-0.09638775401043741
1,2,20,T2MAX,0.413124901659953
1,2,20,T2MIN,0.34487676802620554
1,2,21,T2MAX,0.21846975747003047
1,2,21,T2MIN,0.5647394367314721
1,2,22,T2MAX,-0.15838365654057446
1,2,22,T2MIN,0.17058335436997357
1,2,23,T2MAX,-0.3663903446865055
1,2,23,T2MIN,-0.1608901783405988
1,2,24,T2MAX,0.6064293186936652
1,2,24,T2MIN,0.8741335686687941
1,2,25,T2MAX,0.08949433745589996
1,2,25,T2MIN,0.28368870468673635
1,2,26,T2MAX,0.33352019185564147
1,2,26,T2MIN,0.4931416450628076
1,2,27,T2MAX,0.14778156242135398
1,2,27,T2MIN,-0.22985266564490694
1,2,28,T2MAX,-0.6259317358460214
1,2,28,T2MIN,-0.3434279212223482
1,2,29,T2MAX,0.11431665283562957
1,2,29,T2MIN,0.37602341410736495
1,2,30,T2MAX,-0.6485466908668466
1,2,30,T2MIN,-0.6794366901510447
1,2,31,T2MAX,0.0070291477638005145
1,2,31,T2MIN,0.11452294120854212
1,2,32,T2MAX,-0.027722486561989317
1,2,32,T2MIN,0.2916534775729976
1,2,33,T2MAX,0.3548115677188025
1,2,33,T2MIN,0.5859890098225591
1,2,34,T2MAX,0.7568881001018873
1,2,34,T2MIN,0.7996259488587171
1,2,35,T2MAX,0.6776543851640576
1,2,35,T2MIN,0.2696443197570573
1,2,36,T2MAX,-0.030901073631883953
1,2,36,T2MIN,-0.17936413956040834
1,2,37,T2MAX,-0.6445492578667595
1,2,37,T2MIN,-0.43331087511808136
1,2,38,T2MAX,-0.8376690336783427
1,2,38,T2MIN,-0.9435094056647564
1,2,39,T2MAX,0.17096364600483088
1,2,39,T2MIN,0.5690994774610716
1,2,40,T2MAX,0.013070029952734036
1,2,40,T2MIN,-0.3317875276614729
1,2,41,T2MAX,-0.19512533007791952
1,2,41,T2MIN,0.11730758462932818
1,2,42,T2MAX,-0.3757370212652752
1,2,42,T2MIN,-0.27138812798362977
1,2,43,T2MAX,0.2949337416470558
1,2,43,T2MIN,0.4148344073447987
1,2,44,T2MAX,-0.012726427014184034
1,2,44,T2MIN,-0.40271724519061775
1,2,45,T2MAX,0.8152265670518565
1,2,45,T2MIN,0.6677156223528778
1,2,46,T2MAX,-0.01672900035771977
1,2,46,T2MIN,0.19419175962322285
1,2,47,T2MAX,-0.46531128443933795
1,2,47,T2MIN,-0.19824003815515004
1,2,48,T2MAX,-0.48354476875425745
1,2,48,T2MIN,-0.6034519427315934
1,2,49,T2MAX,0.4324455836452558
1,2,49,T2MIN,0.5759961946383567
1,2,50,T2MAX,-0.31956241663700957
1,2,50,T2MIN,-0.06632159674144819
1,3,0,T2MAX,-0.4264993199283613
1,3,0,T2MIN,-0.07628412092233872
1,3,1,T2MAX,-0.6807785452964928
1,3,1,T2MIN,-0.820586290182168
1,3,2,T2MAX,0.3072412674913755
1,3,2,T2MIN,0.26767667338958223
1,3,3,T2MAX,0.3128776939082731
1,3,3,T2MIN,-0.26395927947177356
1,3,4,T2MAX,-0.2793925736873105
1,3,4,T2MIN,0.2587340687940063
1,3,5,T2MAX,0.5012721471838554
1,3,5,T2MIN,0.20428850959843337
1,3,6,T2MAX,-0.16327280221749688
1,3,6,T2MIN,0.018999647777893196
1,3,7,T2MAX,-0.21168130994563106
1,3,7,T2MIN,-0.22996190538335154
1,3,8,T2MAX,-0.8158247607725471
1,3,8,T2MIN,-0.935659765789089
1,3,9,T2MAX,0.7544809098685902
1,3,9,T2MIN,0.7682027395067075
1,3,10,T2MAX,0.21706717434292638
1,3,10,T2MIN,0.3074947006944057
1,3,11,T2MAX,-0.712764783706011
1,3,11,T2MIN,-0.7222834569797646
1,3,12,T2MAX,0.4277393459295022
1,3,12,T2MIN,0.4060029909524868
1,3,13,T2MAX,-0.12067867673183134
1,3,13,T2MIN,0.2860156999351518
1,3,14,T2MAX,0.7163331029400639
1,3,14,T2MIN,0.6123120799391305
1,3,15,T2MAX,0.08554422216114006
1,3,15,T2MIN,-0.2109142640434911
1,3,16,T2MAX,0.034248852117833066
1,3,16,T2MIN,0.6227201141185698
1,3,17,T2MAX,0.012247516615642074
1,3,17,T2MIN,-0.020570414066354563
1,3,18,T2MAX,0.7074218096295283
1,3,18,T2MIN,0.813637713501883
1,3,19,T2MAX,-0.2046646652133498
1,3,19,T2MIN,-0.038190713560767794
1,3,20,T2MAX,-0.7643021460159118
1,3,20,T2MIN,-0.9277968810377052
1,3,21,T2MAX,-0.7781588638109614
1,3,21,T2MIN,-0.5793048513908254
1,3,22,T2MAX,-0.978091560653369
1,3,22,T2MIN,-0.9029157156475973
1,3,23,T2MAX,-0.975772869512832
1,3,23,T2MIN,-0.9929582044425259
1,3,24,T2MAX,-0.8633413542441607
1,3,24,T2MIN,-0.8175921349045213
1,3,25,T2MAX,-0.21877644118723083
1,3,25,T2MIN,-0.01527244191504063
1,3,26,T2MAX,0.43242325931764564
1,3,26,T2MIN,0.23914043374975089
1,3,27,T2MAX,-0.6034638033597917
1,3,27,T2MIN,-0.43788508075617805
1,3,28,T2MAX,0.2209935024931649
1,3,28,T2MIN,0.3334247681447687
1,3,29,T2MAX,-0.43200655026959267
1,3,29,T2MIN,-0.4867606501232824
1,3,30,T2MAX,-0.1449433189055291
1,3,30,T2MIN,-0.35369363965947503
1,3,31,T2MAX,0.3366680755082521
1,3,31,T2MIN,0.43671790962952917
1,3,32,T2MAX,0.11291226045227326
1,3,32,T2MIN,0.33990995508048577
1,3,33,T2MAX,-0.7332972531092069
1,3,33,T2MIN,-0.47018868433987904
1,3,34,T2MAX,0.35969957254478574
1,3,34,T2MIN,-0.03298943132380053
1,3,35,T2MAX,0.5319829174418296
1,3,35,T2MIN,0.648069650819745
1,3,36,T2MAX,0.7850986416082152
1,3,36,T2MIN,0.9134486884840927
1,3,37,T2MAX,-0.6412467228892816
1,3,37,T2MIN,-0.9307323335536204
1,3,38,T2MAX,-0.06480850483491915
1,3,38,T2MIN,-0.06620731642031388
1,3,39,T2MAX,-0.48197262720970013
1,3,39,T2MIN,-0.34686830626036746
1,3,40,T2MAX,-0.6791764390984786
1,3,40,T2MIN,-0.7846634098798924
1,3,41,T2MAX,0.23896753543862945
1,3,41,T2MIN,0.13351975744349504
1,3,42,T2MAX,-0.008506759785292957
1,3,42,T2MIN,0.2913100645353431
1,3,43,T2MAX,-0.08210665542446695
1,3,43,T2MIN,-0.42403797405637034
1,3,44,T2MAX,-0.14508706558442117
1,3,44,T2MIN,-0.15004690638235607
1,3,45,T2MAX,-0.019299928326610406
1,3,45,T2MIN,-0.1283082526025248
1,3,46,T2MAX,0.5180541359380352
1,3,46,T2MIN,0.42011481258751526
1,3,47,T2MAX,-0.4082562022449911
1,3,47,T2MIN,-0.08646271102046235
1,3,48,T2MAX,-0.6548312925612014
1,3,48,T2MIN,-0.7110843551664028
1,3,49,T2MAX,-0.1504515639560814
1,3,49,T2MIN,-0.2749457430217257
1,3,50,T2MAX,-0.6116025948608804
1,3,50,T2MIN,-0.6489607502828673
1,4,0,T2MAX,-0.24720615302697238
1,4,0,T2MIN,-0.30025352061722405
1,4,1,T2MAX,-0.27151834419195514
1,4,1,T2MIN,0.3146255920026011
1,4,2,T2MAX,0.46167532582071324
1,4,2,T2MIN,0.6665964233537968
1,4,3,T2MAX,0.9054511678992886
1,4,3,T2MIN,0.8245412123492648
1,4,4,T2MAX,0.14830441489158286
1,4,4,T2MIN,-0.6495440686556077
1,4,5,T2MAX,-0.7155196222149356
1,4,5,T2MIN,-0.7948259858786254
1,4,6,T2MAX,0.8337197944547182
1,4,6,T2MIN,0.8481617976957534
1,4,7,T2MAX,0.4974527280513546
1,4,7,T2MIN,0.4646079770460948
1,4,8,T2MAX,0.7081753781739771
1,4,8,T2MIN,0.6231054392610265
1,4,9,T2MAX,-0.3664971404972874
1,4,9,T2MIN,-0.4198729183923627
1,4,10,T2MAX,0.3001884816309777
1,4,10,T2MIN,-0.32163873392275216
1,4,11,T2MAX,0.83110297964337
1,4,11,T2MIN,0.4959031816205271
1,4,12,T2MAX,0.3618471841428031
1,4,12,T2MIN,0.48363442140152874
1,4,13,T2MAX,0.550368026411643
1,4,13,T2MIN,0.31327888239655227
1,4,14,T2MAX,0.11564482463949616
1,4,14,T2MIN,-0.5926434712400329
1,4,15,T2MAX,0.4131543719543804
1,4,15,T2MIN,0.02349931844261607
1,4,16,T2MAX,0.16750806992785047
1,4,16,T2MIN,0.521937969370535
1,4,17,T2MAX,0.34952667578667734
1,4,17,T2MIN,0.17372458244619188
1,4,18,T2MAX,0.2034866011887761
1,4,18,T2MIN,0.4124647053556399
1,4,19,T2MAX,-0.8946591283306248
1,4,19,T2MIN,0.5146087493004573
1,4,20,T2MAX,0.45239797444768093
1,4,20,T2MIN,0.5098153054167659
1,4,21,T2MAX,-0.9634391210048078
1,4,21,T2MIN,-0.8358953137709143
1,4,22,T2MAX,0.3979684109555261
1,4,22,T2MIN,0.33799703449761215
1,4,23,T2MAX,0.5665400458277101
1,4,23,T2MIN,0.39618910348012304
1,4,24,T2MAX,0.5600679654373033
1,4,24,T2MIN,0.7109016485788437
1,4,25,T2MAX,0.41234988231218067
1,4,25,T2MIN,0.08823910729615862
1,4,26,T2MAX,0.05279767442273435
1,4,26,T2MIN,0.8506290666261936
1,4,27,T2MAX,-0.4299540129233205
1,4,27,T2MIN,-0.06889694708659541
1,4,28,T2MAX,0.39661968286558075
1,4,28,T2MIN,0.736993788543041
1,4,29,T2MAX,0.4548761943010374
1,4,29,T2MIN,0.7911438652667779
1,4,30,T2MAX,-0.6979677114762194
1,4,30,T2MIN,-0.6832749073592767
1,4,31,T2MAX,0.35648775567618024
1,4,31,T2MIN,0.8727743275011736
1,4,32,T2MAX,0.7819985678021151
1,4,32,T2MIN,-0.14874486056576833
1,4,33,T2MAX,-0.36897121146468886
1,4,33,T2MIN,0.1390655228476376
1,4,34,T2MAX,0.2132191365344959
1,4,34,T2MIN,-0.010948727005552356
1,4,35,T2MAX,0.13628837260014814
1,4,35,T2MIN,0.08779864024385453
1,4,36,T2MAX,-0.26525868839971817
1,4,36,T2MIN,0.34993765759016804
1,4,37,T2MAX,0.21789438594875304
1,4,37,T2MIN,0.647873164921661
1,4,38,T2MAX,0.3215396911255212
1,4,38,T2MIN,0.9193472146438483
1,4,39,T2MAX,-0.02192440011619804
1,4,39,T2MIN,-0.5931243273095154
1,4,40,T2MAX,-0.8289247134687112
1,4,40,T2MIN,-0.7960684081892623
1,4,41,T2MAX,0.2764026565724138
1,4,41,T2MIN,-0.0062831098201173875
1,4,42,T2MAX,0.15869640507926108
1,4,42,T2MIN,0.7162958497534364
1,4,43,T2MAX,0.027458487906042172
1,4,43,T2MIN,-0.35114419905278105
1,4,44,T2MAX,-0.035524021485847886
1,4,44,T2MIN,-0.27329868034996707
1,4,45,T2MAX,-0.0422477571071617
1,4,45,T2MIN,0.5190093557158987
1,4,46,T2MAX,-0.5715665919730787
1,4,46,T2MIN,-0.6364914827946024
1,4,47,T2MAX,-0.6938900772959926
1,4,47,T2MIN,-0.6069717218124938
1,4,48,T2MAX,0.6909628926051588
1,4,48,T2MIN,0.9936930039936002
1,4,49,T2MAX,0.6722439403551376
1,4,49,T2MIN,0.4445602339667829
1,4,50,T2MAX,0.5254321945124487
1,4,50,T2MIN,0.29931007932761333
1,5,0,T2MAX,0.3874572714597518
1,5,0,T2MIN,0.4688779272613473
1,5,1,T2MAX,0.4552266151050887
1,5,1,T2MIN,0.6744599818457392
1,5,2,T2MAX,-0.18459016482137014
1,5,2,T2MIN,-0.30386596147640493
1,5,3,T2MAX,0.6394904979818179
1,5,3,T2MIN,0.27538689940840894
1,5,4,T2MAX,-0.19803176131824152
1,5,4,T2MIN,-0.3131082248751635
1,5,5,T2MAX,0.03752583954515054
1,5,5,T2MIN,0.06399624717418301
1,5,6,T2MAX,-0.14297314171363862
1,5,6,T2MIN,-0.110055530938542
1,5,7,T2MAX,0.6769493354466889
1,5,7,T2MIN,0.6660617694128327
1,5,8,T2MAX,-0.36980430930507996
1,5,8,T2MIN,-0.6375231833105321
1,5,9,T2MAX,-0.37909031171009255
1,5,9,T2MIN,0.0057071907673547665
1,5,10,T2MAX,0.8197491229429376
1,5,10,T2MIN,0.7593846436319622
1,5,11,T2MAX,-0.5343844983819755
1,5,11,T2MIN,-0.5039718047741487
1,5,12,T2MAX,-0.8508115077714126
1,5,12,T2MIN,-0.6975141937627038
1,5,13,T2MAX,0.1214946906432731
1,5,13,T2MIN,0.03283368305445053
1,5,14,T2MAX,0.13655327081603325
1,5,14,T2MIN,0.24138907006024798
1,5,15,T2MAX,0.36699423236694795
1,5,15,T2MIN,0.07317092505237686
1,5,16,T2MAX,0.08229029803858759
1,5,16,T2MIN,0.07577573893734116
1,5,17,T2MAX,0.6488682891586054
1,5,17,T2MIN,0.75480205673322
1,5,18,T2MAX,-0.787168342625131
1,5,18,T2MIN,-0.9751470666345705
1,5,19,T2MAX,-0.7716693281833419
1,5,19,T2MIN,-0.6236525272713108
1,5,20,T2MAX,-0.13249668879393425
1,5,20,T2MIN,0.005286834850035191
1,5,21,T2MAX,0.08347876290430471
1,5,21,T2MIN,0.24445576024040508
1,5,22,T2MAX,0.9109842963256327
1,5,22,T2MIN,0.8112613230046605
1,5,23,T2MAX,0.049217994091441286
1,5,23,T2MIN,0.22364878928862214
1,5,24,T2MAX,-0.053603382927815885
1,5,24,T2MIN,-0.41480752831647333
1,5,25,T2MAX,0.4628554625048189
1,5,25,T2MIN,0.6126754776809937
1,5,26,T2MAX,0.1141600361698541
1,5,26,T2MIN,0.25772811842641247
1,5,27,T2MAX,0.7896590178918006
1,5,27,T2MIN,0.8370333039814206
1,5,28,T2MAX,0.8625071010427835
1,5,28,T2MIN,0.8954363381199821
1,5,29,T2MAX,-0.33033071517497753
1,5,29,T2MIN,-0.12980924206848446
1,5,30,T2MAX,0.2893280386426533
1,5,30,T2MIN,0.37363583826107205
1,5,31,T2MAX,-0.21869111073722663
1,5,31,T2MIN,-0.42844117960850897
1,5,32,T2MAX,-0.35918015368962
1,5,32,T2MIN,-0.22321565846483532
1,5,33,T2MAX,0.3702951611901841
1,5,33,T2MIN,0.09320534481218214
1,5,34,T2MAX,-0.301322850228516
1,5,34,T2MIN,-0.22100493541525665
1,5,35,T2MAX,0.8142506335420934
1,5,35,T2MIN,0.7647478373566812
1,5,36,T2MAX,0.4275647592301307
1,5,36,T2MIN,0.4409878817629895
1,5,37,T2MAX,0.20502873342157524
1,5,37,T2MIN,0.18929460868963396
1,5,38,T2MAX,0.12287924587989868
1,5,38,T2MIN,0.12183778470901772
1,5,39,T2MAX,-0.7124903472107983
1,5,39,T2MIN,-0.6445500656012576
1,5,40,T2MAX,0.36262122839367505
1,5,40,T2MIN,0.35482549401088953
1,5,41,T2MAX,-0.3191639032707744
1,5,41,T2MIN,-0.003718737374951275
1,5,42,T2MAX,0.3075341734132082
1,5,42,T2MIN,-0.015569351608683326
1,5,43,T2MAX,-0.008690114537343268
1,5,43,T2MIN,0.020244504963181236
1,5,44,T2MAX,-0.4812747026465672
1,5,44,T2MIN,-0.5451502983390204
1,5,45,T2MAX,-0.5399621389723368
1,5,45,T2MIN,-0.28151221857887865
1,5,46,T2MAX,-0.8069231156648633
1,5,46,T2MIN,-0.6394658354351977
1,5,47,T2MAX,0.10030569490327183
1,5,47,T2MIN,0.33258478485479553
1,5,48,T2MAX,-0.2853596320347926
1,5,48,T2MIN,-0.16727574836375197
1,5,49,T2MAX,-0.29463717484506563
1,5,49,T2MIN,-0.4830492893790074
1,5,50,T2MAX,0.3145523629826893
1,5,50,T2MIN,0.4883175622119034
2,0,0,T2MAX,0.1409628626784826
2,0,0,T2MIN,0.028825499528297504
2,0,1,T2MAX,-0.011849614284341935
2,0,1,T2MIN,0.014673126642916689
2,0,2,T2MAX,-0.9580562500888049
2,0,2,T2MIN,-0.6695127241649205
2,0,3,T2MAX,0.8286587012205732
2,0,3,T2MIN,0.4006473364094815
2,0,4,T2MAX,-0.5858078713539044
2,0,4,T2MIN,-0.38719310958458086
2,0,5,T2MAX,0.26081178981039704
2,0,5,T2MIN,0.016892781516462153
2,0,6,T2MAX,0.9291588556600767
2,0,6,T2MIN,0.7725118246232014
2,0,7,T2MAX,0.13768484552114238
2,0,7,T2MIN,0.19235307302600746
2,0,8,T2MAX,0.03431203669140309
2,0,8,T2MIN,0.313566126897443
2,0,9,T2MAX,-0.5101719541657193
2,0,9,T2MIN,-0.5587459238177519
2,0,10,T2MAX,-0.3388582299601642
2,0,10,T2MIN,-0.18463913598078036
2,0,11,T2MAX,-0.30106768286012653
2,0,11,T2MIN,-0.14476007930743276
2,0,12,T2MAX,-0.3862672249202571
2,0,12,T2MIN,-0.3177702423295905
2,0,13,T2MAX,-0.5501889939441241
2,0,13,T2MIN,-0.5215145178082707
2,0,14,T2MAX,0.5713704291649782
2,0,14,T2MIN,0.6692247337687783
2,0,15,T2MAX,-0.2147607092067417
2,0,15,T2MIN,0.09570441877404408
2,0,16,T2MAX,-0.2256765516973747
2,0,16,T2MIN,-0.2810029662253713
2,0,17,T2MAX,-0.18545591023659388
2,0,17,T2MIN,-0.050191744815553635
2,0,18,T2MAX,-0.3952261593514137
2,0,18,T2MIN,-0.6454845262587252
